text,label
"Desculpe, não entendi sua dúvida. Do que você precisa agora?
 
1. 👩‍⚕️ Atendimento online sobre o novo Coronavírus (COVID-19) 
2. ❓ Informações sobre o novo Coronavírus (COVID-19) 
3. 💛 Orientações sobre cuidados psicológicos
4. Outros",chatbot
"Contamos com você nessa luta contra o novo Coronavírus! Compartilhe esse serviço com pessoas e grupos que precisem da nossa ajuda. 

#FiqueEmCasa 🏠",chatbot
Qual o seu primeiro nome?,chatbot
"Do que você precisa agora? (Digite o número da opção desejada)

1. 👩‍⚕️ Atendimento online sobre o novo Coronavírus (COVID-19) 
2. ❓ Informações sobre o novo Coronavírus (COVID-19) 
3. 💛 Cuidados com a Saúde Mental
4. Outros",chatbot
Por falta de comunicação o atendimento será encerrado. Estarei sempre a disposição.😄,chatbot
"Seu atendimento foi encerrado porque você não nos enviou mais mensagens. Caso queira iniciar um novo atendimento digite ""Iniciar"".",chatbot
Nos próximos instantes alguém do meu time vai te atender! Você está em 1 º lugar na fila.,chatbot
"Desculpe, não entendi sua dúvida. Do que você precisa agora?

1. 👩‍⚕️ Atendimento online sobre o novo Coronavírus (COVID-19) 
2. ❓ Informações sobre o novo Coronavírus (COVID-19) 
3. 💛 Orientações sobre cuidados com a Saúde Mental
4. Outros",chatbot
"Legal! Tenho certeza que esse será a primeira de muitas conversas que ainda teremos! Agora é a sua vez, como eu posso te chamar?",chatbot
Qual o seu primeiro nome?,chatbot
Sem problemas.,chatbot
"Estou encerrando essa conversa devido a inatividade. Espero poder te ajudar numa próxima! 😉
",chatbot
Qual o seu primeiro nome?,chatbot
Qual o seu primeiro nome?,chatbot
Qual o seu primeiro nome?,chatbot
Obrigada por ter entrado em contato conosco!,chatbot
"Quer fazer outra pergunta? (responda com *Sim* ou *Não*, por favor).",chatbot
"Entendi, obrigado! Agora, preciso saber um pouco mais sobre você. ",chatbot
Como posso te ajudar?,chatbot
Você quer falar com um dos nossos atendentes?,chatbot
"Você está com algum dos sintomas abaixo?

1. Febre
2. Tosse
3. Nariz escorrendo
4. Dor de cabeça
5. Dor de garganta
6. Dores pelo corpo
7. Diarreia

Digite os números dos sintomas separados por vírgula (exemplo: 2, 5, 7) ou digite *NÃO* se não tiver apresentado nenhum dos sintomas descritos acima.",chatbot
"Você está com algum dos sintomas abaixo?

1. Febre
2. Tosse
3. Nariz escorrendo
4. Dor de cabeça
5. Dor de garganta
6. Dores pelo corpo
7. Diarreia

Digite os números dos sintomas separados por vírgula (exemplo: 2, 5, 7) ou digite *NÃO* se não tiver apresentado nenhum dos sintomas descritos acima.",chatbot
Qual o seu primeiro nome?,chatbot
Quer fazer outra pergunta?,chatbot
Qual o seu primeiro nome?,chatbot
Qual o seu primeiro nome?,chatbot
Obrigado por informar!,chatbot
"Desculpe, não entendi sua dúvida. Do que você precisa agora? (Digite o número da opção desejada)

1. 👩‍⚕️ Atendimento online sobre o novo Coronavírus (COVID-19) 
2. ❓ Informações sobre o novo Coronavírus (COVID-19)
3. Outros",chatbot
Qual o seu primeiro nome?,chatbot
Então vamos lá! 😉,chatbot
Obrigado por informar!,chatbot
"Consegui entender que você quer saber mais sobre mitos. O que você gostaria de saber?

1. Os animais de estimação podem espalhar o novo Coronavírus?
2. Quais as pessoas mais afetadas pelo novo Coronavírus?
3. Os antibióticos são eficazes na prevenção e no tratamento do novo Coronavírus?
4. Posso tomar algum remédio para prevenir ou tratar novo Coronavírus?
5. Quanto tempo o novo Coronavírus sobrevive em superfícies?
6. O novo Coronavírus pode matar?
7. Há restrições para comprar mercadorias vindas de países com casos confirmados da doença?",chatbot
Qual o seu primeiro nome?,chatbot
Qual o seu primeiro nome?,chatbot
"Do que você precisa agora? (Digite o número da opção desejada)

1. Atendimento e orientação sobre o novo Coronavírus (COVID-19)
2. Informações sobre o novo Coronavírus (COVID-19)
3. Outros",chatbot
Qual o seu primeiro nome?,chatbot
*Obrigado. Em alguns minutos iremos atendê-lo. Permaneça com a conversa aberta.*,chatbot
"não consegui encontrar este email, por favor tente digitar algo como  exemplo@gmail.com",chatbot
Obrigada por informar!,chatbot
"Certo! Antes de encerrar peço 1 minutinho para que você avalie o meu atendimento (digite um número de 1 a 10), sendo:

1. Odiei. 😔 >>> 10. Amei! 🤩",chatbot
"Para agilizar seu atendimento, descreva em uma única mensagem como podemos te ajudar. Em breve um dos nossos especialistas vai falar com você :D",chatbot
Você prefere fazer direto pelo site ou fazer direto por aqui?,chatbot
"Seu atendimento foi encerrado porque você não nos enviou mais mensagens. Caso queira iniciar um novo atendimento digite ""Iniciar"".",chatbot
Mais algum sintoma?,chatbot
"Do que você precisa agora? (Digite o número da opção desejada)


1. 👩‍⚕️ Atendimento online sobre o novo Coronavírus (COVID-19) 
2. ❓ Informações sobre o novo Coronavírus (COVID-19) 
3. Outros",chatbot
Do que você precisa agora?,chatbot
Conto com a sua paciência! Logo alguém do meu time vai continuar a conversa.,chatbot
Deixa eu te localizar aqui... Me diz qual é o seu e-mail cadastrado.,chatbot
"Pra adiantar, vou precisar que você me fale qual é o seu e-mail!",chatbot
"Você tem algum desses problemas de saúde?

Selecione uma ou mais das opções abaixo ou digite *NÃO* se não tiver nenhum dos problemas de saúde descritos.

*Considere deficiência imunológica: portador de HIV, em tratamento para algum câncer, portador de doenças autoimunes (como lúpus, síndrome antifosfolípide, ...), realizou transplante ou usa corticoides",chatbot
Qual o seu primeiro nome?,chatbot
"Inacio, você pode me informar seu CPF? Não precisa digitar os pontos ou traços 😊",chatbot
Nos próximos instantes alguém do meu time vai te atender! Você está em 5 º lugar na fila.,chatbot
A sua renda é entre 3.000 e 5.000?,chatbot
"Você está com algum desses outros sintomas? 😷

Selecione uma ou mais das opções abaixo.",chatbot
"Por favor, antes de desconectar, avalie esse serviço.
Dê uma nota de 1 a 10, sendo:
 
1.Ruim 😔 >>> 10. Muito bom! 🤩",chatbot
Você andou de transporte público nos últimos dias?,chatbot
"Certo, me envie de maneira resumida sobre o que você precisa de ajuda.",chatbot
"Consegui entender que você quer saber mais sobre mitos. O que você gostaria de saber?

1. Os animais de estimação podem espalhar o novo Coronavírus?
2. Quais as pessoas mais afetadas pelo novo Coronavírus?
3. Os antibióticos são eficazes na prevenção e no tratamento do novo Coronavírus?
4. Posso tomar algum remédio para prevenir ou tratar novo Coronavírus?
5. Quanto tempo o novo Coronavírus sobrevive em superfícies?
6. O novo Coronavírus pode matar?
7. Há restrições para comprar mercadorias vindas de países com casos confirmados da doença?
8. Voltar para o menu principal",chatbot
Qual o seu primeiro nome?,chatbot
Qual o seu primeiro nome?,chatbot
"Pra adiantar, vou precisar que você me fale qual é o seu e-mail!",chatbot
"Além de você, quantas pessoas moram na sua casa? 🏠",chatbot
Infelizmente eu não consegui te entender.,chatbot
Qual o seu primeiro nome?,chatbot
Por falta de comunicação o atendimento será encerrado. Estarei sempre a disposição.😄,chatbot
"Que legal, você já terminou o Ensino Médio?",chatbot
"Por falta de comunicação, estou encerrando o atendimento. Sempre que precisar, estarei por aqui!😊",chatbot
"Há quantos dias os sintomas começaram?

Responda apenas com o número de dias (exemplo: 2).",chatbot
Você conseguiu conectar ao wifi?,chatbot
Vou te passar para um atendente. Só um momento...,chatbot
"Legal! Tenho certeza que esse será a primeira de muitas conversas que ainda teremos! Agora é a sua vez, como eu posso te chamar?",chatbot
"Vou te encaminhar para o nosso time de especialistas para te informar melhor e resolver o problema, ok?",chatbot
"Do que você precisa agora? (Digite o número da opção desejada)

1. 👩‍⚕️ Atendimento online sobre o novo Coronavírus (COVID-19) 
2. ❓ Informações sobre o novo Coronavírus (COVID-19) 
3. 💛 Cuidados com a Saúde Mental
4. Outros",chatbot
Qual o seu primeiro nome?,chatbot
Quantos anos você tem?,chatbot
Você está sentindo falta de ar? 😞,chatbot
Conto com a sua paciência! Logo alguém do meu time vai continuar a conversa. Você está em 1 º lugar na fila.,chatbot
Já encontrei seu pedido! Vou te passar mais informações...,chatbot
"Você está com algum dos sintomas abaixo?

Selecione uma ou mais das opções abaixo ou digite *NÃO* se não tiver apresentado nenhum dos sintomas descritos.",chatbot
"Consegui entender que você quer saber mais sobre riscos. O que você gostaria de saber?

1. Como essa doença se apresenta?
2. Como essa doença se espalha?
3. Essa doença é transmitida pelo ar?
4. Devo me preocupar com essa doença?
5. Quem é grupo de risco?",chatbot
Qual o seu primeiro nome?,chatbot
Já encontrei seu pedido! Vou te passar mais informações...,chatbot
"Me  informe  seu endereço  completo incluindo cep, bairro, cidade , estado e um ponto de referência.",chatbot
"Por favor, antes de desconectar, avalie esse serviço.
Dê uma nota de 1 a 10, sendo:
 
1.Ruim 😔 >>> 10. Muito bom! 🤩",chatbot
Por nada! Se algum novo sintoma ou piora pode entrar em contato novamente,chatbot
Você prefere fazer direto pelo site ou fazer direto por aqui?,chatbot
"Este é um canal para te orientar sobre o novo Coronavírus (COVID-19).
 
 📞 Para denunciar descumprimento a determinações do Governo no enfrentamento ao novo Coronavírus, ligue 190. 
 
 📞 Para outras informações, fale com a Central de Atendimento da Ouvidoria pelo 155.",chatbot
Qual o seu primeiro nome?,chatbot
Conto com a sua paciência! Logo alguém do meu time vai continuar a conversa. Você está em 1 º lugar na fila.,chatbot
"Certo! Antes de encerrar peço 1 minutinho para que você avalie o meu atendimento (digite um número de 1 a 10), sendo:

1. Odiei. 😔 >>> 10. Amei! 🤩",chatbot
Você está em isolamento domiciliar?,chatbot
Como eu posso te chamar?,chatbot
Por falta de comunicação estou encerrando o atendimento. Qualquer dúvida estarei a disposição.☺,chatbot
Qual o seu primeiro nome?,chatbot
"Agradecemos o contato, mantenha uma alimentação equilibrada e regular, com ingesta hídrica de 2L de água, para melhorar o sistema imune",chatbot
"Certo! Antes de encerrar peço 1 minutinho para que você avalie o meu atendimento (digite um número de 1 a 10), sendo:

1. Odiei. 😔 >>> 10. Amei! 🤩",chatbot
"Não se sabe exatamente quanto tempo o novo coronavírus (COVID-19) sobrevive na superfície dos objetos. Alguns estudos indicam que o vírus se mantém nas superfícies por algumas horas ou até vários dias.

Se você acha que uma superfície pode estar infectada, limpe-a com um desinfetante e em seguida lave as mãos com água e sabão.",chatbot
Como posso te ajudar?,chatbot
Achei! Agora me confirma o seu CPF (somente os números)?,chatbot
Nos próximos instantes alguém do meu time vai te atender! Você está em 8 º lugar na fila.,chatbot
"Informe apenas os números do CPF do titular do cartão
",chatbot
"Além de você, quantas pessoas moram na sua casa? 🏠",chatbot
Um minutinho que já já alguém do nosso time vai falar com você!,chatbot
"Procure atendimento apenas se estiver com:

- Dificuldade para respirar, lábios roxos, desorientação e desmaios.

Atenção! A febre, isoladamente, mesmo alta, em pessoa sem fator de risco não deve ser considerada sinal de gravidade, se não vier acompanhada desses outros sintomas.",chatbot
Obrigado por se cadastrar. Permaneça com a conversa aberta. Em alguns minutos iremos atendê-lo(a).,chatbot
Quer fazer outra pergunta?,chatbot
"Ok. Você está com algum dos sintomas abaixo?

Selecione uma ou mais das opções abaixo ou digite *NÃO* se não tiver apresentado nenhum dos sintomas descritos.",chatbot
Qual o seu primeiro nome?,chatbot
"Chatbot suspenso.
Por favor, procure seu administrador.",chatbot
Qual o seu primeiro nome?,chatbot
Consegui resolver seu problema?,chatbot
Tudo bem?,chatbot
"Fique tranquilo(a), aqui você tira dúvidas e recebe orientações sobre o novo Coronavírus.",chatbot
"Além de tosse, mais algum sintoma?",chatbot
"Estou encerrando essa conversa, tudo bem? Até mais! 🙂",chatbot
"Por favor, informe seu nome completo para continuar o atendimento.",chatbot
"Você tem algum desses problemas de saúde?

Selecione uma ou mais das opções abaixo ou digite *NÃO* se não tiver nenhum dos problemas de saúde descritos.

*Considere deficiência imunológica: portador de HIV, em tratamento para algum câncer, portador de doenças autoimunes (como lúpus, síndrome antifosfolípide, ...), realizou transplante ou usa corticoides",chatbot
"Infelizmente no momento não possuímos nenhum atendente online.😔

",chatbot
Hmmm... Deixa eu dar uma olhadinha aqui!,chatbot
Você só tem esse cadastro ou tem outro?,chatbot
"No momento, você tem algo em mente que você sente que está te preocupando?",chatbot
"Você pode me falar novamente os sintomas, não salvou as respostas.",chatbot
"Me informe o cpf/cnpj do seu cadastro, por favor?",chatbot
"Perfeito! Vou te encaminhar para meu time de especialistas, e eles irão te ajudar. Posso te transferir? (Sim / Não)",chatbot
Como posso te ajudar ?,chatbot
"Agora me informa o seu e-mail, por favor.",chatbot
"Do que você precisa agora? (Digite o número da opção desejada)

1. 👩‍⚕️ Atendimento online sobre o novo Coronavírus (COVID-19) 
2. ❓ Informações sobre o novo Coronavírus (COVID-19) 
3. 💛 Cuidados com a Saúde Mental
4. Outros",chatbot
Diga lá! Te ajudo com o que?,chatbot
Colabore! Não divulgue conteúdos que não tenham sido produzidos por fontes confiáveis e não espalhe fake news.,chatbot
Qual o seu primeiro nome?,chatbot
Oba! Qual curso do seu interesse?,chatbot
"Do que você precisa agora?

1. Atendimento e orientação sobre o novo Coronavírus (COVID-19)
2. Informações sobre o novo Coronavírus (COVID-19)
3. Outros",chatbot
"Tudo bem. Mas não há nenhuma estimativa ou você acredita que não é um número grande?

<b>A</b> - Não sei responder.
<b>B</b> - Não é um número grande.",chatbot
Qual o seu primeiro nome?,chatbot
"Estou te encaminhando para um atendente aguarde, entraremos em contato.",chatbot
Quantos anos você tem?,chatbot
"Oi, você gostaria de tirar alguma dúvida sobre os temas a seguir?",chatbot
"Você está com algum desses outros sintomas? 😷

1. Falta de ar
2. Mal-estar intenso
3. Tosse incontrolável
4. Alargamento das narinas durante a respiração (para crianças)
5. Febre acima de 38°C persistente por mais de 48h
6. Confusão mental 

Digite os números dos sintomas separados por vírgula (exemplo: 2, 5) ou digite *NÃO* se não tiver apresentado nenhum dos sintomas descritos acima.",chatbot
Deixa eu te localizar aqui... Me diz qual é o seu e-mail cadastrado.,chatbot
Nesse caso clique em voltar pela seta do seu celular,chatbot
"Fique tranquilo(a), aqui você tira dúvidas e recebe orientações sobre o novo Coronavírus.",chatbot
você gostaria de tirar alguma dúvida sobre os temas a seguir?,chatbot
"Qual a sua data de nascimento?

Por favor, insira uma data no formato dd/mm/aaaa.",chatbot
"Estou encerrando o atendimento aqui, tudo bem? Se precisar de mais alguma coisa é só me chamar aqui de novo!",chatbot
"Vamos direcioná-lo(a) para nossa equipe de saúde.

Clique no 📎 ou no ➕, selecione ""Localização"" e depois ""Localização fixa"".

Ao compartilhar sua localização, você ajuda o Governo a te proteger e proteger os outros.

Caso não deseje compartilhar, digite ""Não"".",chatbot
Qual o seu primeiro nome?,chatbot
Qual o seu primeiro nome?,chatbot
"Seu atendimento foi encerrado porque você não nos enviou mais mensagens. Caso queira iniciar um novo atendimento digite ""Iniciar"".",chatbot
"Consegui entender que você quer saber mais sobre mitos. O que você gostaria de saber?

1. Os animais de estimação podem espalhar o novo Coronavírus?
2. Quais as pessoas mais afetadas pelo novo Coronavírus?
3. Os antibióticos são eficazes na prevenção e no tratamento do novo Coronavírus?
4. Posso tomar algum remédio para prevenir ou tratar novo Coronavírus?
5. Quanto tempo o novo Coronavírus sobrevive em superfícies?
6. O novo Coronavírus pode matar?
7. Há restrições para comprar mercadorias vindas de países com casos confirmados da doença?",chatbot
Conto com a sua paciência! Logo alguém do meu time vai continuar a conversa. Você está em 1 º lugar na fila.,chatbot
"Você está com algum desses outros sintomas? 😷

Selecione uma ou mais das opções abaixo ou digite *NÃO* se não tiver apresentado nenhum dos sintomas descritos.",chatbot
Consegui te ajudar?,chatbot
"Do que você precisa agora?

1. 👩‍⚕️ Atendimento online sobre o novo Coronavírus (COVID-19) 
2. ❓ Informações sobre o novo Coronavírus (COVID-19) 
3. 💛 Orientações sobre cuidados com a Saúde Mental
4. Outros",chatbot
Olha só!,chatbot
"Além de você, quantas pessoas moram na sua casa? 🏠",chatbot
Qual seu nome completo?,chatbot
Quer conhecer um pouquinho mais sobre os meus produtos?,chatbot
"Estou encerrando o chat por falta de comunicação. Mas não deixe de tirar sua dúvida, retorne o contato que teremos o maior prazer em te ajudar!",chatbot
"Do que você precisa agora?

1. Atendimento e orientação sobre o novo Coronavírus (COVID-19)
2. Informações sobre o novo Coronavírus (COVID-19)
3. Outros",chatbot
Qual o seu primeiro nome?,chatbot
Diga lá! Te ajudo com o que?,chatbot
Enquanto isso posso perguntar um pouco mais sobre você?,chatbot
Você prefere fazer direto pelo site ou fazer direto por aqui?,chatbot
Qual o seu primeiro nome?,chatbot
"Enquanto isso, gostaria de saber um pouco mais sobre você.",chatbot
Qual o seu primeiro nome?,chatbot
Qual o seu primeiro nome?,chatbot
"❓ Caso queira saber sua posição na fila, digite ""posição"".",chatbot
Vamos te ajudar a resolver essa situação. 😉,chatbot
Qual o seu primeiro nome?,chatbot
"Certo. E a febre, não apresenta mais?",chatbot
Estou verificando no meu sistema,chatbot
"Até o momento, não há vacina nem medicamento para prevenir ou tratar o novo Coronavírus (COVID-19). As pessoas afetadas devem receber cuidados gerais, e aquelas com doenças graves devem procurar atendimento de saúde.",chatbot
Qual o seu primeiro nome?,chatbot
"Pra adiantar, vou precisar que você me fale qual é o seu e-mail!",chatbot
"Consegui entender que você quer saber mais sobre riscos. O que você gostaria de saber?

1. Como essa doença se apresenta?
2. Como essa doença se espalha?
3. Essa doença é transmitida pelo ar?
4. Devo me preocupar com essa doença?
5. Quem é grupo de risco?",chatbot
"Qual o seu estado?
Exemplo: Ceará ou CE",chatbot
"Este é um canal exclusivo para orientar a população sobre o novo Coronavírus (COVID-19).

📞 Para denunciar descumprimento a determinações do Governo no enfrentamento ao novo Coronavírus, ligue 190. 

📞 Para outras informações, fale com a Central de Atendimento da Ouvidoria pelo 155.",chatbot
Então vamos tentar de novo! Como você prefere que eu te chame?,chatbot
"Desculpe, não entendi sua dúvida. Do que você precisa agora?

1. Atendimento online sobre o novo Coronavírus (COVID-19)
2. Informações sobre o novo Coronavírus (COVID-19)
3. Outros",chatbot
Até a próxima!,chatbot
Você está em isolamento domiciliar?,chatbot
"Você está com algum desses outros sintomas? 😷

1. Falta de ar
2. Mal-estar intenso
3. Tosse incontrolável
4. Batimento das narinas durante a respiração (para crianças)
5. Febre acima de 38°C persistente por mais de 48h
6. Confusão mental 
7. Perda de olfato e/ou paladar

Digite os números dos sintomas separados por vírgula (exemplo: 2, 5) ou digite *NÃO* se não tiver apresentado nenhum dos sintomas descritos acima.",chatbot
"Consegui entender que você quer saber mais sobre proteção e prevenção. O que você gostaria de saber?

1. Quais as principais medidas de prevenção?
2. Devo usar máscara?
3. Como deve ser a minha máscara caseira?
4. Posso usar minha máscara caseira mais de uma vez?
5. Como lavar as mãos da maneira certa?
6. Como os profissionais de saúde podem se proteger do novo Coronavírus (COVID-19)?
7. Voltar para o menu principal",chatbot
"Quer fazer outra pergunta? (responda com *Sim* ou *Não*, por favor).",chatbot
Vou verificar isso pra você,chatbot
"Chatbot suspenso.
Por favor, procure seu administrador.",chatbot
"Seu atendimento foi finalizado. 𝗦𝗲 𝗽𝗿𝗲𝗰𝗶𝘀𝗮𝗿 𝗱𝗲 𝗺𝗮𝗶𝘀 𝗮𝗹𝗴𝘂𝗺𝗮 𝗮𝗷𝘂𝗱𝗮, 𝗲́ 𝘀𝗼́ 𝗳𝗮𝗹𝗮𝗿 𝗰𝗼𝗺𝗶𝗴𝗼.",chatbot
"Caso você comece a sentir algum sintoma e ele se agrave, procure um serviço de saúde próximo a você.",chatbot
Qual o seu primeiro nome?,chatbot
Como posso ajudar?,chatbot
"Olá! Farei seu atendimento hoje, como posso te ajudar?",chatbot
Um minutinho que já já alguém do nosso time vai falar com você!,chatbot
Você teve febre recentemente? Ou você acha que está com febre?,chatbot
Obrigado por informar!,chatbot
Qual o seu primeiro nome?,chatbot
Qualquer dúvida estaremos à disposição!,chatbot
"Enquanto isso, gostaria de saber um pouco mais sobre você.",chatbot
A conversa será finalizada por falta de interação,chatbot
Qual o seu primeiro nome?,chatbot
"Do que você precisa agora?

1. Atendimento online sobre o novo Coronavírus (COVID-19)
2. Informações sobre o novo Coronavírus (COVID-19)
3. Outros",chatbot
"Do que você precisa agora? (Digite o número da opção desejada)

1. 👩‍⚕️ Atendimento online sobre o novo Coronavírus (COVID-19) 
2. ❓ Informações sobre o novo Coronavírus (COVID-19) 
3. 💛 Orientações sobre cuidados com a Saúde Mental
4. Outros",chatbot
"Do que você precisa agora? (Digite o número da opção desejada)

1. 👩‍⚕️ Atendimento online sobre o novo Coronavírus (COVID-19) 
2. ❓ Informações sobre o novo Coronavírus (COVID-19) 
3. 💛 Cuidados com a Saúde Mental
4. Outros",chatbot
"Mas me conta, como eu posso te chamar?",chatbot
"Do que você precisa agora? (Digite o número da opção desejada)

1. 👩‍⚕️ Atendimento online sobre o novo Coronavírus (COVID-19) 
2. ❓ Informações sobre o novo Coronavírus (COVID-19) 
3. 💛 Orientações sobre cuidados com a Saúde Mental
4. Outros",chatbot
"Desculpe, não entendi sua dúvida. Do que você precisa agora? (Digite o número da opção desejada)
 
1. Atendimento e orientação sobre o novo Coronavírus (COVID-19)
2. Informações sobre o novo Coronavírus (COVID-19)
3. Outros",chatbot
Qual o seu primeiro nome?,chatbot
"Certo! Antes de encerrar peço 1 minutinho para que você avalie o meu atendimento (digite um número de 1 a 10), sendo:

1. Odiei. 😔 >>> 10. Amei! 🤩",chatbot
"CPF inválido! Por favor, me informe um CPF válido com o formato: 000.000.000-00 ou 00000000000.",chatbot
"Desculpe, não entendi sua dúvida. Digite o número, por favor.

1. Quero saber mais sobre o novo Coronavírus.
2. Quero saber se posso estar com o novo Coronavírus.
3. Outros",chatbot
"Poxa, acho que você está um pouco ocupado, mas vamos lá é a sua chance de mudar de vida e ter a graduação que tanto deseja.",chatbot
"Prazer, Olá!",chatbot
Qual o seu nome?,chatbot
Qual o seu primeiro nome?,chatbot
"Certo! Antes de encerrar peço 1 minutinho para que você avalie o meu atendimento (digite um número de 1 a 10), sendo:

1. Odiei. 😔 >>> 10. Amei! 🤩",chatbot
😉,chatbot
"Bom, espero que eu tenha ajudado. Até breve! 😉
",chatbot
Um minutinho que já já alguém do nosso time vai falar com você!,chatbot
Qual o seu primeiro nome?,chatbot
Pera só um instante. To consultando o meu time de atendimento para ter a informação mais atualizada sobre o seu pedido para você.,chatbot
Quer fazer outra pergunta?,chatbot
Quer fazer outra pergunta?,chatbot
"Desculpe, não entendi sua dúvida. Do que você precisa agora?",chatbot
Obrigado por informar!,chatbot
Quer fazer outra pergunta?,chatbot
Qual o seu primeiro nome?,chatbot
Qual o seu primeiro nome?,chatbot
Deixa eu te localizar aqui... Me diz qual é o seu e-mail cadastrado.,chatbot
Qual o seu primeiro nome?,chatbot
"CPF inválido! Por favor, me informe um CPF válido com o formato abaixo:
Exemplo: 000.000.000-00 ou 00000000000:",chatbot
Fique em casa. Assim você pode reduzir suas chances de ser infectado ou espalhar o vírus para pessoas do grupo de risco.,chatbot
Colabore! Não divulgue conteúdos que não tenham sido produzidos por fontes confiáveis e não espalhe fake news.,chatbot
"Você está com algum desses outros sintomas?
 1. Febre
 2. Tosse
 3. Nariz escorrendo
 4. Dor de cabeça
 5. Dor de garganta
 6. Dores pelo corpo
 7. Diarreia
 8. Nenhum dos sintomas acima
 
Digite os números dos sintomas separados por vírgula (exemplo: 2, 5, 7) ou digite 8 se não estiver com os sintomas descritos acima.",chatbot
*Obrigado. Em alguns minutos iremos atendê-lo. Permaneça com a conversa aberta.*,chatbot
Nos próximos instantes alguém do meu time vai te atender! Você está em 27 º lugar na fila.,chatbot
Obrigado por informar!,chatbot
Quer fazer outra pergunta?,chatbot
Como posso te ajudar?,chatbot
Um minutinho que já já alguém do nosso time vai falar com você!,chatbot
"Grande abraço e pode contar com o nosso time sempre que precisar!
Uma ótima semana  para você e foi um super prazer te atender!",chatbot
"Eu entendi que você está querendo falar sobre link de pagamento, está certo?",chatbot
Exemplo,humano
4,humano
e ta com os sintomas,humano
2,humano
NÃO,humano
2,humano
Sim,humano
Preciso dos comprovantes de transferência do mês,humano
Ainda não vou abrir,humano
start,humano
"Febre, Tosse",humano
Tosse e febre não tenho desde ontem,humano
voce vai saber,humano
Quero fazer minha autoavaliação,humano
"1 , 3 ,4 ,5 ,6",humano
Sim,humano
Qual o tratamento? 🚑,humano
03/12/1955,humano
Outra,humano
Ta bom,humano
Sim sim,humano
Sim,humano
Bom tem como  receber  na HORA,humano
Sim,humano
Cabeça doendo e calafrios,humano
Trajetória,humano
start,humano
"Obrigada, me ajude por favor.",humano
start,humano
Fiz hoje meu cadastro,humano
Como funciona entrada?,humano
Boa noite,humano
sim,humano
16/01/1979,humano
Msm coisa,humano
Sim,humano
oi,humano
start,humano
start,humano
É,humano
Sim,humano
Sau,humano
Sim,humano
4,humano
tem algum exercício que eu possa fazer pra melhorar a respiração?,humano
Perfeito,humano
start,humano
Ta bem,humano
Sim,humano
Isso,humano
Não,humano
Sim,humano
start,humano
Não,humano
Pode ter risco mesmo assim,humano
Sim,humano
Sim,humano
Essa taxa de adesão é quanto?,humano
por email,humano
10,humano
start,humano
Oi,humano
Outros,humano
Quando faço algum movimento rápido,humano
Quero saber quanto vocês cobra de juros,humano
Quero saber o valor,humano
start,humano
Ok,humano
1,humano
Corretamente,humano
Sim,humano
7,humano
2,humano
Olá,humano
Gostaria de cancelar minha conta,humano
Como saber que a pessoa está curada do Corona vírus?,humano
9,humano
Pronto para morar,humano
1,humano
"2,3,2005",humano
Sim,humano
7,humano
Estou com suspeita de COVID-19,humano
start,humano
Ok,humano
start,humano
Oi ?,humano
Quero fazer minha autoavaliação,humano
Homem,humano
start,humano
sim,humano
tosse seca,humano
Nao,humano
Sim,humano
start,humano
Não tô conseguindo fazer nenhuma transição,humano
Tá bom então obrigado,humano
start,humano
start,humano
start,humano
start,humano
2,humano
2. Quem são mais afetados?,humano
start,humano
.,humano
Só um pouquinho que vou testar,humano
start,humano
start,humano
Nenhum desses problemas,humano
start,humano
Obrigado!,humano
??,humano
Uma,humano
oi,humano
start,humano
nao,humano
só dipirona,humano
Vc teria para passar,humano
start,humano
Outros,humano
start,humano
Não,humano
start,humano
start,humano
Eu já tenho uma de vocês,humano
Homem,humano
1,humano
Bom dia,humano
start,humano
Boa noite,humano
Sim,humano
start,humano
Oi,humano
2,humano
1,humano
Não,humano
6,humano
Qual a paca de adesão?,humano
start,humano
"4,6",humano
Não,humano
Ok,humano
Ok,humano
start,humano
Falta de ar,humano
Nem uma mais não,humano
start,humano
start,humano
1,humano
Sim,humano
start,humano
Só q a febre só de 37,humano
Vou tentar novamente,humano
2,humano
Homem,humano
4.,humano
Já ia tarde,humano
Mulher,humano
start,humano
Já tenho,humano
Muito prazer,humano
Sim,humano
Outros,humano
Tem mais ou menos uns quatro dias. Tenho problemas com alergia mas não estou em tratamento atualmente.,humano
Obrigado,humano
start,humano
start,humano
oi,humano
1,humano
Acessar o q!,humano
Sim,humano
ele atrasso,humano
start,humano
3,humano
Ok,humano
start,humano
Fortaleza,humano
Eu já tinha recebido a mensagem falando que seria entrega dia 08,humano
Se fosse pra saber,humano
start,humano
Não,humano
Nariz não esta escorrendo,humano
start,humano
Ok obrigado,humano
bom dia,humano
start,humano
Mitos e verdades sobre a doença ⁉️,humano
centro,humano
Uma feliz Páscoa pra vc e toda sua família,humano
Isso,humano
Somente*,humano
Sim,humano
start,humano
start,humano
start,humano
start,humano
28,humano
Acho que esse,humano
start,humano
Carla,humano
2,humano
Estou tomando antigripal e nimesulida,humano
Tento,humano
Sim,humano
start,humano
1,humano
Sim,humano
Boa noite,humano
tenho chance de ter pego?,humano
Tudo em ordem ?,humano
Não  eu não  vc comsegue,humano
Tá certo,humano
start,humano
Não,humano
Hahahahahsh,humano
Outros,humano
2,humano
start,humano
start,humano
Entendi,humano
start,humano
Sim,humano
start,humano
E dia 13 me falou do q tava sentindo,humano
Obrigado,humano
